(written by ASE)

16 atoms
2 atom types

0.0      9.9592921435210453  xlo xhi
0.0                    5.75  ylo yhi
0.0      4.6345000000000001  zlo zhi

Atoms # atomic

     1   1      3.3197640478403478 -7.3999786824197514e-18                1.158625
     2   1      6.6395280956806957 -1.4799957364839503e-17      3.4758750000000007
     3   2      5.8095870837206087      1.4374999999999998                1.158625
     4   2      8.2994101196008696 -3.5156685409359634e-16                1.158625
     5   2      4.1497050598004348      1.4374999999999996      3.4758750000000007
     6   2      1.6598820239201737 -1.1472229180372553e-16      3.4758750000000007
     7   1      1.6598820239201737      2.8749999999999996      3.4758750000000007
     8   2     0.82994101196008774                  4.3125                1.158625
     9   2     0.82994101196008685      1.4374999999999998                1.158625
    10   2      3.3197640478403478      2.8749999999999996                1.158625
    11   1      8.2994101196008696      2.8749999999999991                1.158625
    12   2      9.1293511315609557      1.4374999999999996      3.4758750000000007
    13   2      9.1293511315609575      4.3124999999999991      3.4758750000000007
    14   2      6.6395280956806957      2.8749999999999991      3.4758750000000007
    15   2      5.8095870837206096      4.3124999999999991                1.158625
    16   2      4.1497050598004348      4.3124999999999991      3.4758750000000007
